Year,Region,State,County,Total percentAvg pay,AverageWage,Management percent,Management pay,Business and financial operations percent,Business and financial operations pay,Computer and mathematical percent,Computer and mathematical pay,Architecture and engineering percent,Architecture and engineering pay,"Life, physical, and social science percent","Life, physical, and social science pay",Community and social service percent,Community and social service pay,Legal percent,Legal pay,"Education, training, and library percent","Education, training, and library pay","Arts, design, entertainment, sports, and media percent","Arts, design, entertainment, sports, and media pay",Healthcare practitioners and technical percent,Healthcare practitioners and technical pay,Healthcare support percent,Healthcare support pay,Protective service percent,Protective service pay,Food preparation and serving related percent,Food preparation and serving related pay,Building and grounds cleaning and maintenance percent,Building and grounds cleaning and maintenance pay,Personal care and service percent,Personal care and service pay,Sales and related percent,Sales and related pay,Office and administrative support percent,Office and administrative support pay,"Farming, fishing, and forestry percent","Farming, fishing, and forestry pay",Construction and extraction percent,Construction and extraction pay,"Installation, maintenance, and repair percent","Installation, maintenance, and repair pay",Production percent,Production pay,Transportation and material moving percent,Transportation and material moving pay
May 2019,midwest,Ohio,Cincinnati,100,24.72,5,56.25,6,35.37,3.1,41.7,2,40.42,0.8,34.34,1.2,24.15,0.6,50.2,5.6,29.15,1.2,26.16,6.3,37.76,3.6,15.31,2.1,21.57,9.6,11.57,2.5,14.5,2.4,13.31,9.1,21.87,13.4,19.41,0.1,15.63,3.4,24.19,4,23.6,8.1,20.2,10,16.84
May 2020,midwest,Ohio,Cincinnati,100,25.79,5.2,57.08,6.6,35.87,3.4,42.21,2,40.53,0.8,35.46,1.3,24.5,0.6,52.65,5.6,30.06,1.1,26.62,6.5,38.52,3.6,15.75,2,22.9,8.4,12.24,2.4,15.25,2,14,8.8,23.2,13.6,19.91,0.1,16.29,3.5,24.89,3.9,24.73,8.1,20.57,10.4,17.67
May 2018,midwest,Ohio,Cleveland,100,24.27,4.6,56.32,5.8,35.68,3,36.42,1.6,39,0.8,30.61,1.5,22.33,0.9,43.09,5.5,27.29,1.3,22.72,7.2,40.54,3.4,14.59,2.6,21.02,8.7,11.59,3,14.02,3.1,12.58,9.6,20.94,15.7,18.59,,13.5,3.1,25.87,3.5,22.99,8.8,18.94,6.1,17.54
May 2019,midwest,Ohio,Cleveland,100,25.03,4.9,56.46,6.1,36.37,3.1,38.14,1.6,39.18,0.9,31.63,1.6,22.73,0.9,46.92,5.3,28.68,1.2,24.27,7.4,40.61,4.2,14.38,2.6,21.77,8.6,11.67,2.9,14.73,2.1,13.61,9.5,21.12,14,19.59,,14.19,3,26.33,3.8,23.41,8.7,19.2,7.5,17.64
May 2020,midwest,Ohio,Cleveland,100,26.26,5,58.51,6.6,37.01,3.3,42.89,1.7,39.48,0.8,34.18,1.5,23.44,1,49.03,5.4,29.71,1.2,26.3,7.9,40.09,4.5,14.97,2.5,22.99,7.5,11.92,2.8,15.37,2,14.23,9.2,22.06,14.1,20.26,,16.4,2.9,27.03,3.8,24.33,8.4,19.79,7.7,18.45
May 2018,midwest,Ohio,Columbus,100,24.65,4.9,55.92,6.9,34.54,4.2,44.44,1.9,37.57,0.7,32.91,1.4,23.37,0.8,44.72,6.2,28.89,1.3,27.24,6.1,37.55,3.3,13.8,2.2,24.4,9.1,11.48,2.9,14.13,2.8,12.89,8.9,20.14,16.4,18.63,0.1,16.36,2.9,23.71,3.6,22.91,5.3,19.18,8,16.9
May 2019,midwest,Ohio,Columbus,100,25.07,4.9,56.24,7.4,35.71,4.2,42.01,1.8,38.49,0.9,33.91,1.5,23.2,0.8,43.08,6,30.04,1.5,27.44,5.9,37.14,4.1,13.92,2.2,25.28,8.9,11.86,2.9,14.52,1.9,13.83,8.7,20.45,14.4,19.56,0.1,17.26,3,24.59,3.6,23.35,5.2,19.39,10,17.05
May 2020,midwest,Ohio,Columbus,100,26.04,5,56.96,8,36.05,4.3,43.05,1.6,40,0.9,34.84,1.5,23.82,0.8,42.93,6,31.17,1.5,27.62,6.3,37.19,4.3,14.62,2.1,26.63,7.8,12.17,2.7,14.96,1.6,14.29,8,22.13,14.4,20.16,0.1,18.8,3.1,25.51,3.7,24.53,5.2,19.5,11,17.69
May 2019,midwest,Kentucky,Danville,100,21.26,5.6,44.69,3.9,27.43,0.8,31.66,1.4,33.51,0.5,27.62,2,22.6,0.3,39.51,7.2,20.86,0.6,16.84,5.9,36.47,2,15.81,2.9,26.6,8.5,11.21,2.3,14.65,1,14.21,9,14.22,14.3,17.62,,,2.2,27.6,4.5,21.57,11.3,18.95,13.7,17.93
May 2020,midwest,Kentucky,Danville,100,22.76,5,47.86,4,30.12,0.9,31.97,1.2,38.71,0.6,31.33,1.9,23.93,0.2,36.28,7.3,21.95,0.6,17.16,6,38.07,2.3,15.94,2.6,27.38,7.9,12.06,2.7,15.82,1.3,17.34,8.9,15.82,14.9,18.59,0.2,16.3,2.1,26.66,4.8,23.73,10.4,20.64,14.2,20.89
May 2018,midwest,Iowa,Davenport,100,22.7,5.8,48.63,5.1,33.45,2.9,39.95,1.9,39.2,0.4,32.08,1.1,21.41,0.5,49.5,6.2,25.14,1,19.61,5.8,34.57,2.5,14.56,2.1,21.68,9.4,10.75,2.9,13.5,2.7,12.79,10.4,17.6,13.7,17.04,0.2,15.33,4,23.93,4.7,23.07,9.5,19.35,7.3,17.52
May 2019,midwest,Iowa,Davenport,100,22.86,5.7,49.37,5,34.92,2.5,40.04,2.1,38.61,0.5,32.82,1.1,21.47,0.4,54.66,6,24.08,0.9,19.75,6.2,32.18,3.2,14,2.1,22.02,9.2,11.26,2.6,14.06,1.8,13.4,10.1,18.4,12.8,17.57,0.2,16.18,4.4,25.97,4.6,22.96,9,18.87,9.7,17.57
May 2020,midwest,Iowa,Davenport,100,24.12,6.1,50.99,5.5,35.8,2.3,40.87,2.5,40.88,0.8,40.4,1.2,22.35,0.5,51.71,6,24.29,1,21.79,6,33.5,3.4,14.85,1.9,24.27,8.4,11.86,2.9,15.15,1.6,14.35,9.6,19.01,12.5,18.32,0.1,16.25,4.9,26.21,4.4,24.2,8.6,19.76,9.8,17.94
May 2018,midwest,Ohio,Dayton,100,24.09,4.2,52.74,5.8,35.61,3.8,40.01,2.9,43.39,0.8,38.23,1.5,22.39,0.5,40.66,6.4,31.24,1.2,23.86,8.1,37.73,3.6,14.72,2,20.94,9.3,11.62,2.9,13.82,2.3,12.12,10.1,17.71,14,17.77,0.1,16.61,2.5,23.76,3.5,21.6,7.9,17.99,6.5,15.89
May 2019,midwest,Ohio,Dayton,100,24.79,4.2,53.82,6.2,37.53,4.2,40.15,3,44.12,0.8,38.7,1.5,23.07,0.6,37.58,6.3,27.94,1.4,24.8,8.4,38.95,4.1,14.7,1.9,22.46,8.9,12.05,2.9,14.35,1.5,12.88,9.1,18.64,12.2,18.75,,16.8,2.6,23.58,3.4,22.22,8.5,18.31,8.2,15.71
May 2020,midwest,Ohio,Dayton,100,25.88,4.3,53.97,6.8,38.47,4.5,41.34,3,45.46,0.9,40.1,1.8,23.59,0.6,36.24,6.3,27.66,1.2,25.06,8.4,40.74,4.3,15.22,1.9,23.52,8.2,12.27,2.8,15.19,1.4,13.5,8.6,19.68,11.8,19.15,0.1,15.29,2.9,24.04,3.5,23.38,8.2,19.21,8.4,16.44
May 2019,midwest,Illinois,Decatur,100,22.01,5.5,43.52,3.2,34.08,0.9,28.87,1.6,39.65,1,25.41,1.3,21.67,0.3,47.16,5.5,22.15,0.6,25.46,6.4,34.39,3.8,13.38,2,27.22,9,10.98,2.5,12.74,1.3,13.72,8.2,17.5,11.4,17.09,,14.89,4.4,26.46,5.9,23.11,15,20.36,9.7,18.48
May 2020,midwest,Illinois,Decatur,100,23.16,4.9,44.76,3.7,33.62,1.1,31.81,1.5,41.97,0.9,26.2,1.4,22.1,0.4,44.93,5.7,22.66,0.6,23.65,6.6,38.38,3.3,14.7,1.9,29.28,8.5,11.51,2.5,13.75,1.2,15.26,7.9,18.65,11.6,18.21,,15.45,4.8,26.67,5.4,24.2,15.5,21.34,10.2,19.71
May 2018,midwest,Iowa,Des Moines,100,25.11,6.6,56.13,7.7,34.78,4.4,40.3,1.1,34.55,0.8,34.53,1.2,23.65,0.8,42.4,5.9,24.59,1.6,21.99,5.3,38.88,2.1,16.38,1.8,20.62,8.2,11.82,2.9,14.11,3.3,13.33,10.7,19.8,16.6,19.66,0.2,17.54,4.2,23.08,3.5,23.34,4.8,17.52,6.2,19.34
May 2019,midwest,Iowa,Des Moines,100,25.43,6.4,54.31,8,35.14,4.4,40.71,1.2,35.66,0.7,31.19,1.2,24.87,,41.85,6,23.49,1.6,23.63,5.3,39.41,3.3,15.7,2.1,21.62,8.3,12.13,2.7,14.5,2.3,13.94,10.6,20.95,14.5,20.59,0.2,17.01,4.2,23.78,3.8,23.52,4.5,18.07,7.6,19.09
May 2020,midwest,Iowa,Des Moines,100,26.76,6.8,56.78,9.3,36.13,4.8,41.37,1.3,35.3,0.6,32.8,1.2,25.8,0.9,44.56,5.8,24.53,1.5,23.86,5,40.32,3.5,16.39,1.8,22.9,7.8,12.39,2.4,14.65,1.9,14.27,10.4,22.12,14.1,21.52,0.2,17.37,4.4,23.6,4,24.73,4.6,19.21,7.5,19.31
May 2019,midwest,Michigan,Detroit,100,26.41,5.2,60.03,6.1,37.36,3.5,40.81,4.6,43.27,0.5,32.9,1.2,23.67,0.8,45.66,4.1,28.53,1.2,28.01,6.3,39.65,4.1,14.81,1.8,22.04,8.7,12.42,2.7,14.22,2.2,14.24,9.6,21.77,12.4,19.8,,16.55,3.2,27.74,3.7,24.38,10.1,20.75,8,19.44
May 2020,midwest,Michigan,Detroit,100,27.76,5.5,61.64,6.7,38.56,3.7,41.94,4.3,44.55,0.6,34.53,1.3,24.16,0.9,45.73,4.2,29.5,1.2,28.94,6.6,39.5,4.2,14.96,1.9,23.45,7.1,12.92,2.6,15.06,1.8,15.08,9.6,23.03,12.7,20.56,,16.54,3.2,28.07,3.6,25.67,9.6,21.51,8.7,20.69
May 2019,midwest,Iowa,Dubuque,100,22.47,5.6,48.41,5.1,31.07,2,34.65,2.7,39.81,0.2,32.55,1.2,20.16,0.3,39.74,6.2,23.04,1.5,21.56,6,34.8,4.3,14.35,1.2,22.21,9.5,11.05,2.5,14.98,2.6,13.97,9.9,17.87,13.2,19.41,0.1,15.81,3.6,23.8,4.1,21.67,9.4,19.51,9.1,17.65
May 2020,midwest,Iowa,Dubuque,100,23.11,5.6,48.43,5.2,32.15,2.1,31.27,2.5,40.37,0.3,27.69,1.3,20.28,0.3,49.73,5.7,23.85,1.3,22.61,5.7,36.74,4.5,14.74,1,25.4,8.4,11.49,2.2,15.85,2.7,14.07,10.2,18.26,13.2,19.79,0.2,20.23,4.1,23.79,4.3,22.63,9.8,20.42,9.4,18.61
May 2018,midwest,Minnesota,Duluth,100,22.63,5,44.95,3.6,30.22,1.4,33.18,1.6,35.75,1,32.24,3.6,21.21,0.4,39.42,6.1,24.73,0.9,22.88,8.1,39,4.3,16.14,2.1,24.42,10.1,12.12,3.4,14.25,5.4,13.18,9.4,17.12,14,17.88,0.1,17.49,4.3,27.49,4.6,23.17,5,21.69,5.7,18.7
May 2019,midwest,Minnesota,Duluth,100,23.27,4.5,46.29,3.7,31.06,1.4,35.05,1.8,36.2,1,32.93,3.4,22.24,0.4,41.16,6.3,25.24,1,21.64,8.3,38.65,7.7,14.91,2.1,24.34,10,12.66,3.1,14.85,2.5,15.3,9.4,17.23,12.1,19.08,0.1,18.04,4.8,28.56,4.4,25.48,4.8,21.6,7,19.09
May 2020,midwest,Minnesota,Duluth,100,24.2,4.6,46.06,4.4,32.48,1.5,36,1.9,36.97,1,33.33,3.4,22.58,0.5,44.15,6.6,25.47,1.1,22.27,8.6,37.39,7.5,15.3,2.2,25.49,8.5,13.48,2.9,15.48,2.1,15.47,9.4,17.37,11.8,19.88,0.1,19.77,5.2,28.83,5.1,25.97,4.7,22.19,7,21.08
May 2019,midwest,Wisconsin,Eau Claire,100,21.63,3.4,47.65,4.6,30.66,1.9,30.77,1.9,32.33,0.6,32.46,1.4,21.95,0.4,30.61,5.5,23.48,1,19.75,7.5,38.19,5.3,14.64,2,20.46,9.4,11.08,2.8,14.07,1.8,13.35,10.3,18.54,14.2,17.64,0.2,15.99,3.9,26.89,3.9,23.94,8.9,18.87,9.1,15.94
May 2020,midwest,Wisconsin,Eau Claire,100,22.27,3,50.34,4.8,31.04,1.8,32.24,1.7,34.17,0.4,34.29,1.5,23.14,0.4,30.33,5.5,22.42,1,20.14,7.3,40.84,5.9,14.73,1.9,21.59,8.3,11.6,2.8,14.83,1.5,14.29,9.9,18.81,14.9,18.15,0.2,16.65,4.1,26.81,3.9,25.07,9.4,19.74,9.5,17.28
May 2019,midwest,Indiana,Elkhart,100,21.48,3.5,51.24,2.7,29.06,1.1,31.48,1.6,31.58,0.2,33.08,0.6,21.36,0.2,32.64,3.1,21.1,0.6,20.2,3.8,35.66,2.1,14.19,0.9,20.25,5.8,11.4,1.7,14.01,0.6,13.29,6.9,20.58,10.3,18.78,,15.37,3.9,22.48,4.2,22.6,38,19.97,8.1,17.25
May 2020,midwest,Indiana,Elkhart,100,22.04,3.7,51.77,2.8,30.09,1,31.76,1.4,32.27,0.6,40.92,0.7,21.71,0.3,30.8,3.2,21.77,0.5,24.86,3.7,36.01,2.3,14.56,0.9,20.86,5.6,11.8,1.7,14.87,0.6,13.21,6.9,22.63,10.7,19.35,,,4.2,23.45,4.3,23.41,35.9,19.98,9.1,17.82
May 2019,midwest,Indiana,Evansville,100,21.46,4.4,45.13,3.4,27.85,1.3,32.66,1.5,37.76,1,37.12,1.3,20.8,0.4,38.6,4.7,22.69,1.3,23.08,7.5,35.82,4.5,14.76,1.6,18.92,9,10.89,2.7,13.96,2,12.46,9.6,18.25,12.7,17.48,0.1,20.07,4.8,26.21,5,22.02,11.1,19.03,10.2,16.71
May 2020,midwest,Indiana,Evansville,100,22.4,4.6,45.54,3.6,29.84,1.3,33.73,1.6,38.75,1.1,39.44,1.4,22.76,0.5,36.1,4.6,22.63,1.2,21.27,7.8,39.11,4.4,14.89,1.7,20.76,8.8,10.84,3.1,14.79,1.7,13.14,9.8,18.79,12.6,18.01,0.1,18.75,4.6,26.38,5.3,22.77,10.6,19.75,9.7,17.01
May 2018,midwest,Minnesota,Fargo,100,23.68,5.5,51.12,5.1,31.52,3.5,33.97,1.7,33.94,0.8,34.63,1.4,23.43,0.5,41.95,5.4,27.65,1.6,21.39,7.3,36.14,2.6,16.92,1.4,22.97,8.5,11.84,3.2,14.79,4.7,14.55,9.9,20.07,15.1,18.41,0.1,17.09,4.7,23.83,4,23.95,5.7,17.79,7.2,19
May 2019,midwest,Minnesota,Fargo,100,24.21,5,53.74,5.1,31.8,2.8,33.15,1.5,34.54,0.9,35.4,1.7,25.15,0.5,41.27,5.3,28.26,1.5,22.81,7.9,35.64,4.5,16,1.4,23.65,8.4,12.6,3.4,15.43,3.3,14.18,10.1,22.28,13.2,19.43,0.1,16.23,4.9,24.79,3.9,24.44,5.2,18.9,9.2,18.7
May 2020,midwest,Minnesota,Fargo,100,25.3,4.7,54.64,5.3,32.69,2.6,35.37,1.5,36.16,0.8,31.75,1.8,25.3,0.5,44.26,5.5,27.9,1.6,24.07,9.1,38.75,4.3,16.6,1.1,24.2,7.8,13.46,3.4,15.63,2.7,14.36,9.7,23.69,13.7,19.96,0.1,18.14,5,25.56,3.9,25.91,5,19.97,9.8,19.04
May 2019,midwest,Michigan,Flint,100,22.74,3.8,49.22,3.6,30.82,1.6,34.13,1.5,37.48,0.2,40.99,1.9,22.93,0.5,41.89,5.5,25.51,1.1,22.24,8.4,43.2,6,14.14,2.9,17.55,10.4,11.86,2.8,15.47,1.9,12.87,10.3,17.9,13.6,18.06,,,3.7,26.02,3.8,22.47,8.2,22.92,8.2,16.58
May 2020,midwest,Michigan,Flint,100,23.45,3.9,50.15,3.7,32.86,1.1,32.81,1.1,37.66,0.2,40.84,2,24.99,0.5,37.33,5.5,26.21,1,22.22,9.2,43.11,6.8,14.56,2.6,18.69,9,12.39,3.5,15.91,1.8,13.42,9.9,17.84,14,19.24,,19.37,3.7,26.88,4.1,24.24,7.3,22.95,8.9,17.45
May 2019,midwest,Wisconsin,Fond du Lac,100,23.66,4.8,55.48,,31.12,2.5,36.44,,33.45,0.3,31.66,1.5,23.01,0.3,36.25,6.2,23.98,0.7,21.85,5.6,44.57,4.5,14.89,1.6,24.67,8.3,11.39,2.5,13.36,1.4,12.9,9.1,18.47,11.3,18.15,,17.62,5.6,26.91,4.3,21.85,11.1,19.27,8.7,16.42
May 2020,midwest,Wisconsin,Fond du Lac,100,24.69,4.4,57,4.6,32.93,2.4,37.04,,34.57,0.3,31.47,1.5,24.94,0.4,35.98,5.6,24.92,0.6,21.53,6.7,44.83,4.6,14.73,1.9,23.98,7.7,11.46,2.3,13.75,1.4,13.34,9.1,21,11.5,18.63,0.1,18.22,6.1,27.93,4.4,22.28,11.6,20.37,8.6,17.96
May 2019,midwest,Indiana,Fort Wayne,100,22.51,4.5,49.18,4.4,31.99,2,36.27,2,37.52,0.4,32.69,1.6,21.42,0.5,48.59,4.2,23.69,1.3,22,7.2,37.49,4.3,14.31,1.6,21.41,9.1,11.67,2.8,12.93,1.9,12.26,9.8,19.84,12,18.29,0.1,13.44,3.9,24.26,4.7,22.55,11.6,20.26,9.9,15.7
May 2020,midwest,Indiana,Fort Wayne,100,23.11,4.4,50.64,4.8,31.82,2,36.36,1.9,38.23,0.4,33.02,1.5,22.24,0.5,39.95,4.2,23.52,1.3,22.81,7.8,37.7,4.4,14.84,1.6,21.8,8.5,12.27,3.1,13.17,1.7,14.37,9.5,20.34,12.3,18.71,0.1,14.57,4.1,24.01,4.9,23.53,10.5,20.41,10.3,16.81
May 2019,midwest,North Dakota,Grand Forks,100,22.57,4.4,47.52,3.4,32.01,1.1,33.99,1.1,36.82,1,31.28,2,24.43,0.4,40.86,7.7,27.09,1.2,22.08,6.9,,4.6,16.45,1.5,24.85,10.6,12.59,4,14.77,3.1,14.02,10.5,16.53,11.5,19.06,0.3,,4.9,23.83,4.5,23.79,6.9,20.81,8.2,19.64
May 2020,midwest,North Dakota,Grand Forks,100,23.71,4.5,49.67,3.8,33.43,1.4,35.13,1.2,36.25,0.9,34.25,1.8,25.53,0.5,44.03,7.9,27.33,1.3,23.58,,,5,16.88,1.5,26.57,9.6,12.98,3.6,15.49,2.6,13.97,10.1,17.57,11.4,19.73,,18.81,5.1,24.78,4.7,25.27,7.5,21.3,8.3,20.19
May 2019,midwest,Minnesota,Grand Island,100,21.08,4.1,40.5,3.1,32.52,0.9,29.73,0.8,33.91,0.6,29.59,1.2,23.73,0.3,39.95,5.8,29.54,0.7,20.4,5.2,39.89,4,13.94,1.6,24.58,8.1,11.87,3.3,14.61,1.5,12.48,10.4,18.59,11.7,17.06,0.6,18.03,5,19.08,5.1,22.22,14.8,18.42,11.3,17.46
May 2020,midwest,Minnesota,Grand Island,100,21.97,4.3,43.83,3.2,32.42,1,31.97,0.9,30.97,0.6,32.17,1.1,24.35,0.3,35.6,5.9,28.39,0.7,24.37,5.5,39.55,3.3,14.46,1.8,23.59,7.7,12.13,3.2,14.53,1.4,13.21,10.4,19.77,11.8,17.82,0.6,17.58,5.4,19.83,5.8,22.15,14.2,19.17,10.8,18.87
May 2019,midwest,Michigan,Grand Rapids,100,22.6,4.6,52.9,4.8,31.25,1.7,33.62,2.6,36.84,0.4,31.96,1.4,22.91,0.4,40.44,4.3,25.87,1.4,22.8,6,34.85,3.7,14.88,1.3,20.32,7.8,13.19,3.5,14.24,1.7,14.29,8.5,21.38,12.1,18.8,0.2,13.7,3.4,22.22,4.4,23.47,15.8,18.04,10,16.49
May 2020,midwest,Michigan,Grand Rapids,100,23.9,4.9,54.53,5,32.81,1.9,34.76,2.7,38.42,0.4,35.27,1.5,22.86,0.4,45.56,4.6,25.74,1.3,22.67,6.8,36.34,3.9,15.12,1.3,21.32,6.7,13.39,3.7,15.16,1.5,14.83,8,23.15,12,19.55,0.2,14.18,3.7,23.57,4.3,24.75,14.5,19.04,10.7,16.79
May 2018,midwest,Wisconsin,Green Bay,100,21.91,4.3,49.36,4.8,29.49,2.6,35.69,1.7,33.65,0.5,30.47,1.2,22.42,0.3,41.31,5.3,23.53,1.2,21.19,6.1,34.94,2.3,15.49,1.8,19.58,8.4,10.68,2.6,13.47,3.7,12.5,9.2,20.06,15.6,17.82,0.1,18.16,4.1,24.66,4,22.92,11.9,18.78,8.2,17.62
May 2019,midwest,Wisconsin,Green Bay,100,22.79,4.1,51.96,5.2,31.52,2.7,35.97,1.7,35.29,0.7,28.21,1.4,22.5,0.3,42.54,5.2,23.72,1.1,20.95,6.2,38.83,4.1,14.46,1.7,20.01,8.3,11.06,2.4,13.98,2.2,12.99,9.1,20.54,13.6,18.82,0.1,18.35,4,25.63,4.1,23.78,12.5,19.1,9.3,17.27
May 2020,midwest,Wisconsin,Green Bay,100,24.05,3.8,55.38,5.9,32.73,2.9,36,1.9,35.62,0.7,29.43,1.3,23,0.4,40.06,5.2,24.82,1.1,22.05,6.4,40.87,4,15.18,1.8,21.85,7.1,11.44,2.4,14.87,1.9,13.66,9,22.24,13.5,19.5,0.1,20.31,4.2,26.37,4.3,25.25,12.6,19.55,9.4,18.33
May 2019,midwest,Indiana,Indianapolis,100,24.55,5.8,52.34,5.6,33.9,3.3,39.63,1.4,38.15,1,37.61,1.3,22.98,0.7,42.7,4.8,24.85,1.5,25.53,7.2,40.13,3.5,15.11,2.2,21.14,8.8,11.69,2.6,14.29,1.8,13.26,9.4,22.64,12.9,19.42,,15.09,4,24.38,3.8,22.93,6.6,18.33,11.6,16.78
May 2020,midwest,Indiana,Indianapolis,100,25.51,5.8,52.77,6,34.57,3.5,39.67,1.5,38.68,1.2,37.27,1.5,23.02,0.7,46.4,4.6,27.07,1.4,25.97,7.2,40.66,3.6,15.4,2.3,21.92,8,12.26,2.6,15.28,1.5,14.54,9,24.04,13.3,19.94,,18.77,4.1,24.78,3.9,23.85,6.2,18.68,12.2,18
May 2018,midwest,Iowa,Iowa City,100,24.41,5,47.1,4.1,30.35,2.6,35.19,1,34.76,2.3,30.84,1.5,24.18,0.4,37.11,9.3,39.96,1.1,24.89,9.4,37.46,2.9,16.9,1.3,22.94,10.5,11.63,3.2,15.42,4.3,12.67,9,16.25,13.4,18.79,0.2,13.91,3.6,21.86,2.8,23.09,5.2,18,7,19.6
May 2019,midwest,Iowa,Iowa City,100,24.88,5.5,46.35,4.4,31.73,2.6,35.23,1.1,35.89,2.5,29.94,1.5,25.09,0.4,38.16,8.8,38.94,1.1,30.58,9.2,38.5,4.6,16.16,1.1,23.03,10.5,11.99,3.3,16.16,3.1,13.16,8.6,17.12,12,19.3,,15.33,3.5,22.56,3.3,23.89,4.8,18.73,8,19.41
May 2020,midwest,Iowa,Iowa City,100,26.03,5.6,46.88,4.4,32.17,2.5,35.31,1.1,36.26,2.7,30.66,1.6,25.12,0.4,40.68,9.2,,1.1,31.7,10.6,37.83,4.5,16.42,1.2,25.56,9.1,12.68,3.3,16.77,2.7,13.43,8,18.16,12,19.76,0.1,15.19,3.6,23.22,3.3,24.66,4.7,19.14,8.2,20.03
May 2019,midwest,Michigan,Jackson,100,24.44,5,52.35,4.4,33.82,1.3,36.66,5.6,39.4,0.5,34.76,1.7,24.46,0.3,35.45,5.9,27.29,0.9,20.95,6.8,43.17,4.2,15.18,2.8,25.09,8.2,12.29,1.9,14.29,1.9,13.82,8.5,18.97,12.3,18.27,,,2.9,22.95,4.1,23,13.7,19.63,6.9,16.67
May 2020,midwest,Michigan,Jackson,100,24.92,5.1,53.56,4.6,35.07,1.4,37.44,5.4,40.83,0.6,33.97,1.7,24.18,0.3,,5,26.9,1.1,18.31,4,48.23,,14.7,3.7,25.97,7.9,13.09,2,14.83,1.7,14.79,9.4,21.06,12.2,18.61,,15.99,3.7,24.04,4.5,24.01,15.1,20.41,7.5,17.91
May 2019,midwest,Wisconsin,Janesville,100,22.69,3.9,54.39,3.9,31.29,1.5,33.12,1.3,35.74,0.6,38.86,1.3,23.6,0.3,34.94,6.8,24.25,0.7,19.26,6.5,44.86,3.9,14.62,1.3,23.68,9,11.57,2.7,13.42,1.9,12.07,11,18.5,13.8,18.01,,,4,25.65,4.1,23.31,10.9,19.36,10.6,18.39
May 2020,midwest,Wisconsin,Janesville,100,23.8,3.7,58.92,4.7,32.25,2.3,35.12,1.4,36.21,0.6,38.9,1.3,24.65,0.3,37.87,6.8,24.89,0.8,19.16,6.3,44.8,3.7,15.06,1.4,23.71,7.7,11.6,2.8,14.57,1.7,12.57,10.9,18.21,13.1,18.76,0.1,19.72,4.3,27.56,4.3,24.52,10.2,20.29,11.5,19.79
May 2019,midwest,Michigan,Kalamazoo,100,23.19,4.9,50.18,4.1,31.62,1.5,35.21,1.9,36.1,2,31.99,1.8,23.26,0.4,40.7,5.3,28.64,1,24.84,6.3,42.39,4.6,14.87,1.5,22.21,10.5,12.24,2.7,14.87,2.5,15.48,9.4,19.68,13.4,18.56,0.3,15.36,3.7,25.41,3.6,23.04,11,18.71,7.6,16.55
May 2020,midwest,Michigan,Kalamazoo,100,24.75,,52.2,5,32.83,1.5,34.48,2,36.75,1.7,41.41,1.8,24.62,0.5,41.76,5.7,27.11,1,24.09,6.8,43.18,4.6,15.15,1.7,22.55,8.9,12.77,2.8,14.7,2.3,15.93,9.3,20.58,13.5,18.92,0.2,16.04,3.9,24.98,3.5,22.49,9.5,19.47,7.4,17.95
May 2019,midwest,Illinois,Kankakee,100,22.43,5.8,42.58,2.6,30.56,0.6,29.43,0.8,37.85,1.2,29.25,1.6,23.44,0.2,42.18,6.5,21.38,0.7,,9.4,37.29,3.9,15.79,2.3,24.06,9.8,11.15,2.8,15.33,1.7,13.52,9.8,16.99,10.8,18.54,0.7,16.63,2.5,33.31,4.1,25.6,9.7,21.52,12.6,17.19
May 2020,midwest,Illinois,Kankakee,100,23.31,5.9,46.38,3.1,31.4,0.8,36.38,1,42.56,0.8,37.64,1.6,24.19,0.2,42.41,6.6,22.08,0.7,,10.1,35.71,4,15.87,2.4,24.53,8.1,11.61,2.6,15.19,1.8,14.31,9.4,17.86,13.2,18.62,0.6,15.91,2.8,36,3.6,24.6,11.5,19.59,9.1,17.99
May 2019,midwest,Indiana,Kokomo,100,22.1,3.5,45.52,2.4,32.3,1.5,,3.2,42.58,0.7,25.31,1.3,19.08,0.3,27.3,5.9,,0.4,16.39,5.9,33.1,3.7,13.78,1,,11.7,10.94,2.3,13.22,1.6,12.44,9.9,15.05,8.6,16.69,,,3.5,27.79,5.2,26.3,21.4,,6,16.9
May 2020,midwest,Indiana,Kokomo,100,23,3.4,46.89,2.5,31.46,1.4,,3.1,42.24,0.6,26.68,1.5,18.92,0.4,31.95,5.9,,0.5,19.71,6.1,34.52,4,14.17,0.9,,10.8,11.37,1.9,13.86,2,13.81,9.5,16.13,8.3,17.19,,,3.6,29.64,5.1,27.87,22.2,,6.3,17.12
May 2019,midwest,Wisconsin,La Crosse,100,22.16,3.8,50.83,4,29.27,2.2,32.85,1.4,36.23,0.6,35.6,1.7,21.15,0.3,31.64,6.7,24.29,1.1,19.92,8.7,35.44,5.2,15.11,1.2,20.52,9.5,11.48,2.6,13.91,2.5,13.32,10.6,18.03,13.1,18.12,0.1,12.62,3.3,27.22,3.9,24.46,9,18.26,8.4,18.91
May 2020,midwest,Wisconsin,La Crosse,100,23.28,3.7,52.41,4.4,30.31,2,31.91,1.5,37.21,0.7,35.19,1.5,22.19,0.3,33.2,6.4,26.34,0.9,20.94,9.5,36.96,5.8,15.93,1.1,21.75,8.3,12.3,2.5,15.03,2.6,13.73,10.3,19.39,12.9,18.68,,,3.4,27.67,3.8,24.56,9,19.06,9.4,19.84
